TransactionID;CustomerID;Products;Timestamp
1480;C504;Soda, Apple, Bread, Sausage, Onion, Shampoo, Chicken;26/03/2025
1481;C503;Pizza, Potato, Banana, Milk, Lentil, Yogurt, Fish, Cookie, Cereal;19/02/2025
1482;C505;Ice Cream, Tomato, Lentil;26/02/2025
1483;C310;Dumpling, Minced Meat, Detergent, Cookie, Soda, Apple, Bread, Milk, Shampoo;03/02/2025
1484;C578;Dish Sponge, Beans, Tomato, Sausage, Detergent, Lentil;05/03/2025
1485;C555;Cracker, Strawberry, Cola, Cheese, Ice Cream, Minced Meat, Soda, Detergent, Rice, Honey;27/04/2025
1486;C960;Chicken, Onion, Banana, Cookie, Water;14/02/2025
1487;C338;Fish, Chips, Minced Meat, Cola;26/02/2025
1488;C470;Ice Cream, Rice, Minced Meat, Chickpeas;08/01/2025
1489;C818;Egg, Chicken, Water, Cereal, Chocolate, Dish Sponge, Detergent;06/01/2025
1490;C820;Cucumber, Chips, Beans;23/04/2025
1491;C6;Egg, Chocolate, Soda, Chicken, Ice Cream, Yogurt;11/03/2025
1492;C563;Potato, Chips, Minced Meat;03/03/2025
1493;C495;Milk, Cereal, Cookie;14/04/2025
1494;C34;Pizza, Egg, Onion, Dish Sponge;05/04/2025
1495;C872;Apple, Orange, Tomato, Rice, Minced Meat, Onion, Cracker;15/03/2025
1496;C796;Minced Meat, Chickpeas, Juice, Bread, Cookie, Ice Cream, Milk;21/01/2025
1497;C841;Honey, Cookie, Butter, Orange, Lentil, Chips, Chocolate, Soap;02/01/2025
1498;C903;Soap, Dumpling, Ice Cream, Fish, Flatbread with Meat, Water;07/02/2025
1499;C143;Flatbread with Meat, Egg, Cracker, Chickpeas, Honey, Detergent, Sausage;04/01/2025
1500;C866;Soda, Apple, Chocolate, Dumpling, Minced Meat;09/01/2025
1501;C828;Orange, Potato, Honey;03/03/2025
1502;C40;Orange, Honey, Chocolate, Onion, Bread, Potato, Yogurt, Lentil;22/04/2025
1503;C146;Fish, Chocolate, Egg, Butter, Milk, Soda, Dish Sponge, Cereal;28/03/2025
1504;C609;Lentil, Ice Cream, Milk, Sausage, Chicken, Shampoo, Bread, Tomato, Orange;12/01/2025
1505;C933;Ice Cream, Sausage, Bread, Water, Juice, Shampoo, Yogurt, Onion, Rice;24/02/2025
1506;C919;Detergent, Sausage, Orange, Egg;16/02/2025
1507;C656;Water, Dumpling, Honey, Shampoo, Cracker, Egg, Chicken, Onion, Orange;16/01/2025
1508;C954;Shampoo, Chips, Cracker, Cereal, Egg, Butter, Cucumber, Bread;15/03/2025
1509;C892;Soap, Beans, Yogurt, Flatbread with Meat, Cucumber, Onion, Soda, Cola;15/03/2025
1510;C710;Milk, Chips, Beans, Onion, Dish Sponge, Butter, Dumpling, Cereal;20/04/2025
1511;C12;Rice, Yogurt, Beans;23/04/2025
1512;C637;Sausage, Orange, Strawberry, Honey, Chips, Minced Meat, Cereal;10/04/2025
1513;C772;Shampoo, Lentil, Potato, Beans, Onion, Chips, Soap, Water;03/03/2025
1514;C687;Soap, Rice, Dish Sponge;24/03/2025
1515;C915;Butter, Water, Lentil, Orange, Dish Sponge, Juice;29/04/2025
1516;C616;Chips, Strawberry, Orange, Cola, Egg, Chickpeas, Beans;13/01/2025
1517;C385;Detergent, Rice, Cereal, Bread, Chips;16/02/2025
1518;C279;Shampoo, Sausage, Soda, Ice Cream;30/03/2025
1519;C362;Tomato, Minced Meat, Milk, Shampoo, Cereal;11/03/2025
1520;C223;Potato, Onion, Cracker, Orange;07/03/2025
1521;C298;Cracker, Orange, Cola, Dumpling, Shampoo, Pizza, Milk, Chicken, Minced Meat;06/01/2025
1522;C625;Tomato, Lentil, Strawberry, Chicken, Apple, Pizza, Ice Cream, Dish Sponge, Cracker, Flatbread with Meat;26/04/2025
1523;C326;Minced Meat, Chocolate, Tomato, Juice, Chicken, Orange, Banana;10/04/2025
1524;C182;Chicken, Cracker, Ice Cream, Cola, Cookie, Soda;14/01/2025
1525;C587;Cola, Fish, Dish Sponge;21/01/2025
1526;C783;Detergent, Shampoo, Egg, Cola, Yogurt, Cheese, Soap;17/03/2025
1527;C890;Cereal, Apple, Fish, Cracker, Orange, Yogurt, Honey, Ice Cream;16/01/2025
1528;C415;Beans, Cola, Butter, Rice, Orange, Cheese;22/02/2025
1529;C645;Chips, Water, Dumpling, Cracker, Cookie, Cucumber;01/01/2025
1530;C388;Cheese, Lentil, Cereal;22/04/2025
1531;C832;Cheese, Chicken, Flatbread with Meat, Fish, Lentil, Yogurt, Bread, Pizza, Cereal, Dish Sponge;04/04/2025
1532;C20;Sausage, Cola, Detergent, Orange, Flatbread with Meat, Soap, Minced Meat;27/02/2025
1533;C813;Yogurt, Cola, Rice, Potato, Sausage, Pizza, Juice, Cracker;22/01/2025
1534;C615;Strawberry, Butter, Milk, Onion, Egg, Dish Sponge, Chicken, Cucumber, Tomato, Chocolate, Cereal;11/03/2025
1535;C14;Sausage, Soap, Yogurt, Lentil, Chips, Orange, Milk, Ice Cream;09/02/2025
1536;C21;Dumpling, Chips, Cheese, Yogurt, Butter;28/01/2025
1537;C172;Dish Sponge, Strawberry, Cookie, Chickpeas, Banana, Detergent, Bread, Egg;13/04/2025
1538;C539;Orange, Dumpling, Juice, Flatbread with Meat, Detergent, Cola;17/01/2025
1539;C75;Cereal, Ice Cream, Cheese, Tomato, Cucumber, Onion, Detergent;28/01/2025
1540;C236;Dumpling, Banana, Potato, Flatbread with Meat, Cucumber, Lentil, Shampoo, Tomato;09/03/2025
1541;C286;Milk, Cheese, Pizza, Chocolate;25/04/2025
1542;C393;Minced Meat, Dumpling, Butter, Lentil, Banana, Milk, Tomato, Orange, Cereal;14/04/2025
1543;C714;Chickpeas, Soda, Banana, Milk, Cola, Butter, Beans;04/02/2025
1544;C881;Soda, Chickpeas, Sausage, Butter, Dumpling, Chicken, Water, Flatbread with Meat;15/02/2025
1545;C492;Cereal, Honey, Beans, Onion;21/03/2025
1546;C624;Milk, Chicken, Cereal, Water, Beans;06/03/2025
1547;C718;Cola, Onion, Soda, Banana;26/02/2025
1548;C325;Apple, Soda, Water, Onion, Potato, Milk, Shampoo;11/04/2025
1549;C49;Flatbread with Meat, Banana, Detergent;26/03/2025
1550;C608;Cheese, Apple, Dish Sponge, Banana, Pizza;29/03/2025
1551;C295;Cola, Water, Ice Cream, Apple, Fish, Strawberry, Rice, Flatbread with Meat;28/03/2025
1552;C236;Cheese, Butter, Cookie;02/01/2025
1553;C110;Cheese, Apple, Juice, Cucumber, Orange, Egg, Ice Cream, Water;03/01/2025
1554;C529;Orange, Banana, Apple;18/03/2025
1555;C522;Detergent, Chips, Cola, Soda, Chicken;12/04/2025
1556;C956;Water, Onion, Milk, Juice, Cereal;22/03/2025
1557;C969;Sausage, Cereal, Lentil, Egg, Strawberry, Potato, Cola, Banana, Dumpling;24/01/2025
1558;C108;Rice, Dish Sponge, Cookie, Soap, Potato, Chocolate;14/01/2025
1559;C625;Sausage, Beans, Banana, Cucumber;12/01/2025
1560;C408;Cheese, Chips, Butter, Rice, Egg, Sausage, Beans, Detergent, Dish Sponge;31/01/2025
1561;C612;Milk, Juice, Dish Sponge;14/03/2025
1562;C307;Butter, Lentil, Cheese, Detergent, Apple, Ice Cream, Honey, Yogurt, Water, Onion;19/04/2025
1563;C976;Fish, Chicken, Lentil, Potato;19/03/2025
1564;C629;Strawberry, Cucumber, Flatbread with Meat, Banana, Shampoo, Pizza, Lentil, Cookie, Apple;10/02/2025
1565;C726;Orange, Egg, Chocolate;10/02/2025
1566;C554;Soap, Egg, Shampoo, Pizza, Cucumber, Chickpeas, Bread, Onion;25/04/2025
1567;C417;Minced Meat, Soda, Beans, Pizza, Shampoo, Potato, Fish, Rice, Lentil;10/02/2025
1568;C646;Cereal, Beans, Detergent;30/03/2025
1569;C210;Apple, Shampoo, Rice, Yogurt, Potato, Chocolate;30/04/2025
1570;C815;Water, Butter, Dumpling, Chocolate, Apple, Strawberry, Detergent, Sausage, Milk, Cereal;09/02/2025
1571;C462;Flatbread with Meat, Juice, Chips;20/02/2025
1572;C551;Fish, Cucumber, Chocolate, Shampoo, Onion, Water, Cereal, Milk;16/01/2025
1573;C903;Cracker, Yogurt, Butter, Cucumber, Lentil, Potato, Chocolate, Minced Meat, Orange;18/01/2025
1574;C189;Chicken, Flatbread with Meat, Dish Sponge, Shampoo, Beans, Cheese, Strawberry, Pizza, Water, Cucumber;24/03/2025
1575;C76;Yogurt, Cereal, Bread, Flatbread with Meat, Minced Meat, Chocolate, Honey, Cucumber, Juice;25/02/2025
1576;C267;Shampoo, Dish Sponge, Soda, Orange, Cereal, Bread, Cola;17/04/2025
1577;C496;Dumpling, Cookie, Lentil, Pizza, Water, Sausage, Cracker, Apple, Onion, Soda;13/02/2025
1578;C528;Onion, Cheese, Pizza, Sausage, Water, Cereal, Lentil;19/03/2025
1579;C433;Tomato, Soap, Cucumber, Cracker, Fish, Rice, Soda, Pizza, Dumpling, Milk;02/01/2025
1580;C394;Ice Cream, Apple, Minced Meat, Yogurt;14/01/2025
1581;C751;Milk, Detergent, Lentil, Onion, Cereal, Rice, Potato, Bread;19/01/2025
1582;C94;Apple, Sausage, Strawberry, Soap, Chocolate, Water, Detergent, Shampoo, Juice;12/02/2025
1583;C879;Dish Sponge, Soda, Cracker, Milk, Ice Cream, Dumpling, Flatbread with Meat, Strawberry, Yogurt, Butter, Cereal;19/04/2025
1584;C773;Cucumber, Cheese, Honey, Cereal, Sausage, Juice, Lentil;19/03/2025
1585;C718;Potato, Strawberry, Flatbread with Meat, Soda, Water, Tomato, Dish Sponge, Ice Cream;13/03/2025
1586;C796;Strawberry, Soda, Dumpling, Juice, Detergent, Egg, Minced Meat, Lentil, Butter;31/01/2025
1587;C973;Onion, Apple, Chocolate, Beans;16/01/2025
1588;C892;Yogurt, Juice, Detergent, Flatbread with Meat;01/01/2025
1589;C174;Bread, Sausage, Rice, Chicken, Soap, Minced Meat;05/03/2025
1590;C826;Milk, Cheese, Beans, Butter, Tomato, Honey, Sausage, Rice;09/03/2025
1591;C404;Chickpeas, Cookie, Apple, Cereal, Minced Meat, Ice Cream, Honey, Dumpling;09/01/2025
1592;C189;Dumpling, Apple, Egg, Tomato;08/03/2025
1593;C878;Rice, Bread, Orange, Onion, Flatbread with Meat;08/02/2025
1594;C355;Banana, Honey, Butter, Onion, Cheese, Potato, Dish Sponge, Ice Cream, Bread;29/04/2025
1595;C57;Minced Meat, Cola, Soap, Orange, Flatbread with Meat, Juice;22/03/2025
1596;C281;Chips, Water, Cracker, Yogurt, Juice;13/04/2025
1597;C361;Bread, Onion, Chips, Shampoo, Yogurt;10/04/2025
1598;C389;Chickpeas, Ice Cream, Pizza, Bread, Banana, Beans, Soda, Flatbread with Meat, Juice, Onion;07/04/2025
1599;C139;Chips, Egg, Orange, Ice Cream, Shampoo, Juice, Cola, Cucumber, Detergent;15/01/2025
1600;C928;Shampoo, Tomato, Potato, Sausage, Chocolate, Flatbread with Meat, Minced Meat, Dish Sponge, Strawberry, Egg;19/02/2025
1601;C301;Chocolate, Cucumber, Onion, Detergent;18/02/2025
1602;C601;Chips, Fish, Banana, Cola, Cucumber, Bread, Cracker;26/04/2025
1603;C783;Honey, Dumpling, Ice Cream, Lentil, Tomato;22/03/2025
1604;C844;Cracker, Honey, Flatbread with Meat, Yogurt, Cucumber, Cola;19/04/2025
1605;C782;Beans, Soap, Sausage, Water, Cereal, Minced Meat, Apple, Pizza, Honey, Detergent;29/03/2025
1606;C576;Chickpeas, Sausage, Dish Sponge, Yogurt, Cucumber, Milk, Pizza, Water, Dumpling;26/03/2025
1607;C70;Apple, Minced Meat, Chickpeas;30/03/2025
1608;C643;Cereal, Dish Sponge, Potato, Cola;16/03/2025
1609;C620;Strawberry, Cheese, Cola, Dumpling, Chocolate, Ice Cream, Pizza, Apple;28/04/2025
1610;C938;Lentil, Apple, Yogurt, Butter;18/04/2025
1611;C398;Soap, Butter, Beans, Orange, Cookie, Yogurt;27/04/2025
1612;C421;Yogurt, Fish, Cereal, Milk, Soda;04/03/2025
1613;C978;Lentil, Pizza, Cracker, Banana, Chicken, Honey;15/04/2025
1614;C782;Onion, Bread, Cookie, Beans, Cereal, Chocolate, Chips, Apple, Flatbread with Meat;16/01/2025
1615;C596;Shampoo, Onion, Beans, Lentil, Cola, Dish Sponge;31/01/2025
1616;C901;Butter, Chickpeas, Shampoo;07/02/2025
1617;C340;Cracker, Egg, Cookie, Apple, Ice Cream;26/03/2025
1618;C143;Cucumber, Detergent, Strawberry, Beans;14/02/2025
1619;C82;Bread, Fish, Cereal, Banana, Tomato;17/03/2025
1620;C414;Honey, Detergent, Cola, Bread, Ice Cream, Chocolate;25/02/2025
1621;C182;Chicken, Yogurt, Cola, Lentil, Tomato, Dish Sponge, Egg, Dumpling, Shampoo;29/01/2025
1622;C171;Dumpling, Yogurt, Onion, Ice Cream, Butter, Chickpeas;18/02/2025
1623;C513;Dumpling, Banana, Flatbread with Meat, Cracker, Yogurt, Cucumber, Soda, Apple, Egg, Lentil;05/02/2025
1624;C26;Chicken, Cracker, Banana, Minced Meat, Pizza, Rice, Honey, Ice Cream;25/03/2025
1625;C938;Yogurt, Soda, Detergent, Strawberry, Cola, Cereal, Beans;02/02/2025
1626;C788;Water, Potato, Shampoo, Pizza, Sausage, Beans, Chicken, Banana, Cheese, Minced Meat;11/04/2025
1627;C846;Soda, Milk, Detergent, Tomato;27/04/2025
1628;C185;Apple, Chocolate, Dumpling, Cola, Shampoo, Yogurt, Cucumber, Cookie, Ice Cream;07/02/2025
1629;C299;Detergent, Cereal, Juice, Apple, Minced Meat, Milk, Cookie;24/01/2025
1630;C708;Butter, Tomato, Water, Dumpling, Shampoo, Chicken, Onion;09/02/2025
1631;C386;Detergent, Banana, Chips, Soap, Chickpeas, Bread, Juice, Chicken, Shampoo, Apple;09/04/2025
1632;C63;Cracker, Apple, Banana, Milk, Cucumber, Flatbread with Meat, Pizza, Cereal;03/01/2025
1633;C987;Lentil, Pizza, Shampoo, Sausage, Chicken, Cookie, Yogurt, Cereal, Water;15/02/2025
1634;C523;Ice Cream, Minced Meat, Yogurt, Pizza, Onion, Lentil, Cucumber;26/01/2025
1635;C932;Honey, Potato, Cereal, Egg, Shampoo, Pizza, Detergent, Juice;27/03/2025
1636;C234;Bread, Minced Meat, Onion, Sausage, Chicken, Water, Chips, Cucumber, Potato, Chickpeas;20/03/2025
1637;C949;Minced Meat, Egg, Cucumber, Rice, Cookie, Soda, Fish, Detergent, Sausage;25/04/2025
1638;C385;Soda, Cereal, Bread, Cucumber, Flatbread with Meat, Cola, Dish Sponge;21/02/2025
1639;C150;Butter, Cheese, Orange, Tomato, Egg, Chickpeas, Sausage, Soda, Dumpling, Fish;15/04/2025
1640;C182;Rice, Potato, Juice, Milk, Cucumber, Flatbread with Meat, Yogurt, Soda, Detergent, Orange, Cereal;07/02/2025
1641;C216;Cola, Cookie, Chocolate, Soap, Pizza, Egg, Fish;24/02/2025
1642;C981;Dish Sponge, Cereal, Beans;12/03/2025
1643;C79;Sausage, Juice, Honey, Chickpeas, Bread, Lentil;13/02/2025
1644;C746;Cookie, Potato, Bread, Soap, Fish, Sausage, Cereal, Dumpling;17/02/2025
1645;C435;Banana, Soap, Honey, Onion, Water;22/04/2025
1646;C449;Cookie, Egg, Strawberry, Cheese, Chocolate, Lentil;12/03/2025
1647;C261;Chips, Banana, Fish, Cucumber, Water, Rice, Lentil, Chickpeas;27/03/2025
1648;C743;Cheese, Juice, Cucumber, Sausage, Fish, Apple, Soap, Chips, Chickpeas;15/04/2025
1649;C807;Apple, Bread, Chocolate, Chicken;17/03/2025
1650;C573;Chicken, Dumpling, Chips, Onion, Soda, Apple;20/02/2025
1651;C695;Cracker, Honey, Potato, Chickpeas, Flatbread with Meat, Onion, Soap;18/02/2025
1652;C967;Banana, Soap, Tomato, Cola;04/04/2025
1653;C470;Honey, Bread, Strawberry, Minced Meat;02/04/2025
1654;C826;Detergent, Chips, Cola, Shampoo, Dish Sponge, Butter, Rice;28/03/2025
1655;C943;Dumpling, Butter, Cookie, Cereal, Detergent, Flatbread with Meat, Cheese, Chocolate;22/02/2025
1656;C742;Yogurt, Cheese, Pizza, Dish Sponge;30/04/2025
1657;C659;Fish, Lentil, Butter, Yogurt, Onion, Cereal, Milk;23/04/2025
1658;C360;Onion, Pizza, Dumpling, Strawberry, Chocolate, Honey, Chips, Rice;20/01/2025
1659;C189;Detergent, Cola, Butter;12/04/2025
1660;C211;Egg, Flatbread with Meat, Onion, Cookie, Banana, Rice, Ice Cream, Soap, Dish Sponge;17/03/2025
1661;C840;Juice, Cereal, Lentil, Tomato, Flatbread with Meat, Butter, Cookie, Orange, Chips;24/04/2025
1662;C151;Yogurt, Detergent, Soda, Chocolate, Butter, Chips, Cucumber, Cola, Dish Sponge, Lentil;02/04/2025
1663;C35;Tomato, Juice, Egg, Apple;07/02/2025
1664;C683;Bread, Potato, Yogurt;05/01/2025
1665;C629;Detergent, Cookie, Lentil, Honey, Banana, Cola;31/03/2025
1666;C747;Soap, Egg, Banana;27/04/2025
1667;C256;Chips, Juice, Cucumber, Potato, Bread;06/03/2025
1668;C37;Cola, Fish, Pizza;11/04/2025
1669;C323;Cucumber, Dish Sponge, Lentil, Soap;11/03/2025
1670;C192;Butter, Soap, Cheese;09/03/2025
1671;C617;Soda, Beans, Butter, Soap, Shampoo, Strawberry, Chips;11/02/2025
1672;C503;Soda, Strawberry, Potato, Milk, Tomato, Onion;27/03/2025
1673;C683;Lentil, Cheese, Tomato, Flatbread with Meat, Water, Cereal, Milk;21/02/2025
1674;C170;Chips, Butter, Dumpling, Apple, Pizza, Strawberry, Bread, Flatbread with Meat;04/03/2025
1675;C164;Dish Sponge, Bread, Sausage;22/01/2025
1676;C528;Sausage, Chips, Cola;28/04/2025
1677;C808;Cheese, Soap, Cookie, Dish Sponge, Minced Meat;11/02/2025
1678;C393;Dumpling, Cheese, Apple, Yogurt, Honey, Chicken, Ice Cream, Cucumber, Milk, Chocolate;10/04/2025
1679;C365;Chips, Cola, Dish Sponge;17/01/2025
1680;C243;Soda, Shampoo, Fish, Water, Potato;09/02/2025
1681;C139;Cheese, Beans, Egg, Orange, Banana, Soda, Chickpeas, Dumpling, Cucumber;09/04/2025
1682;C673;Soap, Tomato, Orange, Chips;01/03/2025
1683;C218;Chickpeas, Orange, Cracker, Butter, Cheese, Juice;24/04/2025
1684;C965;Cereal, Flatbread with Meat, Shampoo, Cucumber;07/04/2025
1685;C949;Bread, Chicken, Minced Meat, Beans, Cheese, Soap, Egg, Cucumber;25/01/2025
1686;C933;Bread, Cookie, Detergent, Strawberry, Cucumber;23/01/2025
1687;C738;Orange, Chips, Pizza, Tomato, Chocolate, Shampoo, Lentil, Onion;13/01/2025
1688;C445;Bread, Orange, Soda;21/02/2025
1689;C418;Bread, Juice, Butter, Egg, Cucumber, Detergent;08/03/2025
1690;C962;Potato, Shampoo, Milk, Bread, Beans, Egg, Dish Sponge, Cracker, Juice, Ice Cream, Cereal;31/03/2025
1691;C160;Cookie, Minced Meat, Butter, Cola, Cheese, Tomato, Shampoo, Water, Pizza, Banana;14/02/2025
1692;C904;Soda, Yogurt, Apple, Banana, Bread, Juice, Pizza, Sausage, Cookie;21/04/2025
1693;C702;Chickpeas, Dish Sponge, Ice Cream, Soap, Tomato, Cola, Dumpling, Lentil, Cereal;02/01/2025
1694;C863;Egg, Chickpeas, Dumpling, Chocolate, Potato, Soap, Pizza;16/01/2025
1695;C128;Beans, Shampoo, Lentil, Detergent;13/03/2025
1696;C966;Juice, Cheese, Pizza, Tomato, Cereal, Fish, Potato, Onion, Soda;22/04/2025
1697;C791;Egg, Sausage, Strawberry, Butter, Pizza, Juice, Chocolate, Cola;26/02/2025
1698;C972;Cola, Cucumber, Tomato, Orange, Strawberry;24/01/2025
1699;C562;Pizza, Lentil, Shampoo, Chickpeas, Potato, Honey, Milk, Soap, Soda, Cookie, Cereal;27/03/2025
1700;C814;Pizza, Sausage, Onion, Strawberry, Chips, Dish Sponge, Shampoo, Rice, Juice;27/02/2025
1701;C700;Sausage, Beans, Cracker, Chips, Bread, Minced Meat, Tomato, Detergent, Water;27/02/2025
1702;C932;Butter, Dish Sponge, Cracker, Detergent, Flatbread with Meat, Pizza;07/03/2025
1703;C151;Chips, Potato, Bread, Water;18/02/2025
1704;C108;Cucumber, Water, Cola, Cracker, Sausage, Butter, Banana;25/02/2025
1705;C801;Milk, Soap, Chicken, Shampoo, Beans, Cookie;05/03/2025
1706;C643;Cucumber, Yogurt, Cola, Cheese, Egg, Orange, Cereal, Water;08/02/2025
1707;C137;Sausage, Bread, Cracker, Apple, Honey, Orange;08/02/2025
1708;C445;Tomato, Pizza, Rice, Chips, Cola, Cucumber, Water, Chickpeas, Honey;19/01/2025
1709;C867;Banana, Dish Sponge, Butter, Milk, Cereal;05/04/2025
1710;C46;Cheese, Detergent, Apple, Cola, Ice Cream;05/04/2025
1711;C304;Chips, Cola, Detergent, Honey, Pizza, Rice, Beans, Minced Meat, Cucumber;29/04/2025
1712;C589;Pizza, Banana, Chickpeas, Cookie, Egg;17/03/2025
1713;C424;Onion, Strawberry, Minced Meat;24/03/2025
1714;C113;Potato, Lentil, Cracker, Chips, Dish Sponge, Minced Meat;08/04/2025
1715;C597;Cookie, Detergent, Cola;04/01/2025
1716;C819;Butter, Soda, Banana, Cucumber, Egg, Sausage, Dish Sponge, Strawberry, Rice;03/02/2025
1717;C275;Cracker, Rice, Chickpeas, Potato, Strawberry, Chicken, Cereal;03/04/2025
1718;C185;Rice, Sausage, Soap, Milk, Apple, Cereal;08/02/2025
1719;C108;Dish Sponge, Strawberry, Rice, Bread, Minced Meat, Orange, Cucumber;19/01/2025
1720;C379;Pizza, Egg, Bread, Rice, Lentil, Potato, Dumpling, Apple, Cookie, Cheese;21/04/2025
1721;C15;Cereal, Chips, Dumpling, Detergent, Strawberry, Cookie, Butter, Egg, Apple;06/01/2025
1722;C870;Beans, Sausage, Strawberry, Egg, Pizza;20/04/2025
1723;C714;Potato, Orange, Cereal, Shampoo;04/02/2025
1724;C788;Sausage, Ice Cream, Chickpeas, Beans, Orange, Cheese, Chocolate, Cookie, Dish Sponge, Lentil;08/02/2025
1725;C851;Yogurt, Butter, Egg, Orange, Juice, Onion, Chickpeas, Water, Shampoo, Pizza;10/02/2025
1726;C79;Ice Cream, Cracker, Onion, Cola, Orange, Tomato, Cookie, Potato, Butter;25/03/2025
1727;C328;Strawberry, Egg, Bread;14/04/2025
1728;C469;Juice, Dish Sponge, Soap, Flatbread with Meat, Soda, Rice, Cheese, Cookie;10/02/2025
1729;C546;Shampoo, Cracker, Milk, Orange, Onion, Yogurt, Cola, Minced Meat, Lentil;08/04/2025
1730;C135;Apple, Rice, Sausage, Orange, Pizza, Lentil, Chips, Flatbread with Meat;03/01/2025
1731;C971;Soap, Yogurt, Sausage, Ice Cream;26/03/2025
1732;C258;Tomato, Juice, Bread, Cereal, Rice;29/01/2025
1733;C615;Cola, Cracker, Flatbread with Meat, Milk;26/03/2025
1734;C812;Ice Cream, Shampoo, Yogurt, Chips, Onion, Tomato;01/01/2025
1735;C998;Soda, Tomato, Sausage, Soap, Cookie, Juice, Ice Cream, Cola;22/01/2025
1736;C572;Cola, Yogurt, Minced Meat, Banana, Butter, Chickpeas, Strawberry;25/03/2025
1737;C372;Shampoo, Chips, Onion, Yogurt;26/04/2025
1738;C856;Ice Cream, Cracker, Butter, Soap, Cereal, Potato;06/02/2025
1739;C691;Strawberry, Cucumber, Ice Cream, Chips, Minced Meat;18/04/2025
1740;C371;Soda, Orange, Shampoo, Chickpeas, Dish Sponge, Strawberry, Soap;23/03/2025
1741;C516;Fish, Chickpeas, Dish Sponge, Orange, Apple, Sausage, Flatbread with Meat, Soda, Dumpling;28/04/2025
1742;C410;Honey, Butter, Pizza, Rice, Cereal, Soap, Chickpeas, Tomato, Chips, Beans;25/04/2025
1743;C150;Cucumber, Butter, Shampoo, Dumpling, Soda, Cracker, Chips, Chicken;30/04/2025
1744;C920;Milk, Bread, Cucumber, Water, Apple, Cola, Banana, Pizza, Flatbread with Meat, Honey, Cereal;09/03/2025
1745;C842;Egg, Ice Cream, Flatbread with Meat, Detergent, Apple;10/02/2025
1746;C265;Chocolate, Water, Onion, Strawberry, Cereal, Soda, Cucumber, Flatbread with Meat, Ice Cream, Sausage;16/03/2025
1747;C895;Egg, Butter, Strawberry, Cracker;22/03/2025
1748;C211;Milk, Strawberry, Flatbread with Meat, Soda, Egg, Ice Cream, Chocolate, Chips, Orange, Onion, Cereal;14/02/2025
1749;C556;Sausage, Orange, Tomato, Chickpeas, Lentil, Bread, Minced Meat, Cracker, Beans;23/02/2025
1750;C170;Milk, Cracker, Soap, Apple, Cereal;23/01/2025
1751;C360;Apple, Cookie, Cheese, Beans, Detergent;18/04/2025
1752;C239;Soda, Onion, Cookie;22/04/2025
1753;C701;Cookie, Cheese, Dumpling, Lentil, Juice;27/04/2025
1754;C424;Yogurt, Minced Meat, Lentil, Onion, Cereal;13/01/2025
1755;C915;Chicken, Chocolate, Cracker, Lentil, Rice, Detergent;29/01/2025
1756;C578;Rice, Cucumber, Flatbread with Meat;26/03/2025
1757;C65;Bread, Chickpeas, Rice, Potato, Minced Meat;08/01/2025
1758;C211;Tomato, Cereal, Dish Sponge, Cookie;09/01/2025
1759;C990;Beans, Cereal, Fish;03/02/2025
1760;C85;Soda, Honey, Soap, Cucumber, Sausage, Cereal, Shampoo, Milk, Dumpling;23/01/2025
1761;C295;Soda, Milk, Cucumber, Apple;23/03/2025
1762;C783;Pizza, Potato, Yogurt, Cucumber, Bread, Detergent, Rice, Egg, Milk, Cracker, Cereal;22/02/2025
1763;C909;Ice Cream, Beans, Soap, Soda, Cola, Tomato, Potato, Dish Sponge, Onion;07/03/2025
1764;C819;Egg, Chips, Cookie, Sausage, Tomato, Rice;11/01/2025
1765;C858;Shampoo, Rice, Chips, Cola, Banana, Juice, Dumpling, Beans;08/01/2025
1766;C62;Cola, Apple, Pizza;21/02/2025
1767;C116;Cheese, Pizza, Water, Rice, Chicken;19/03/2025
1768;C542;Detergent, Tomato, Orange, Egg, Yogurt, Cereal, Cracker;12/03/2025
1769;C68;Dumpling, Cookie, Sausage;01/02/2025
1770;C573;Chips, Yogurt, Rice, Minced Meat, Cola, Cracker, Beans, Potato;14/04/2025
1771;C908;Milk, Fish, Potato, Rice, Cereal;17/02/2025
1772;C382;Sausage, Cracker, Tomato, Cookie, Cereal, Lentil, Banana, Detergent, Soda;17/03/2025
1773;C649;Fish, Chickpeas, Strawberry, Egg;27/01/2025
1774;C360;Orange, Pizza, Potato, Soda, Butter, Cookie, Chips, Egg, Dumpling, Chocolate;21/01/2025
1775;C120;Cookie, Potato, Juice, Cracker, Chips;22/02/2025
1776;C75;Cookie, Pizza, Tomato, Honey, Soda, Ice Cream, Cracker, Chocolate, Shampoo;15/04/2025
1777;C577;Shampoo, Soda, Chips, Chicken, Potato, Detergent;30/04/2025
1778;C107;Cola, Yogurt, Dish Sponge, Apple, Cracker;08/01/2025
1779;C929;Egg, Lentil, Apple, Cookie, Shampoo, Yogurt, Cucumber, Detergent, Beans, Cracker;04/04/2025
1780;C783;Pizza, Orange, Chickpeas, Chips;22/04/2025
1781;C788;Cucumber, Cheese, Lentil, Rice, Beans, Water, Juice, Sausage, Bread;25/04/2025
1782;C412;Ice Cream, Dish Sponge, Onion, Apple, Cereal;15/04/2025
1783;C150;Orange, Minced Meat, Dish Sponge, Tomato, Ice Cream, Dumpling;09/01/2025
1784;C474;Egg, Ice Cream, Lentil, Detergent, Apple, Chips;01/02/2025
